player,team,GP,Goals,Assists,Points,+/-,PIM,GWG,OTG,PPGoals,PPAssists,ShGoals,ShAssists,S,S%,P/G
"Kucherov,Nikita",TB,82,41,87,128,24,62,8,0,0,33,0,0,246,16.7%,1.6
"McDavid,Connor",EDM,78,41,75,116,3,20,9,3,0,24,1,1,240,17.1%,1.5
"Kane,Patrick",CHI,81,44,66,110,2,22,7,3,0,21,0,0,341,12.9%,1.4
"Draisaitl,Leon",EDM,82,50,55,105,2,52,5,3,0,13,3,0,231,21.6%,1.3
"Crosby,Sidney",PIT,79,35,65,100,18,36,3,1,0,17,0,2,220,15.9%,1.3
"Marchand,Brad",BOS,79,36,64,100,15,96,9,3,0,24,3,4,231,15.6%,1.3
"MacKinnon,Nathan",COL,82,41,58,99,20,34,6,1,0,25,0,0,365,11.2%,1.2
"Gaudreau,Johnny",CGY,82,36,63,99,18,24,8,3,0,21,0,0,245,14.7%,1.2
"Stamkos,Steven",TB,82,45,53,98,4,37,6,0,0,21,2,0,234,19.2%,1.2
"Barkov,Aleksander",FLA,82,35,61,96,-3,8,5,2,0,18,0,1,206,17.0%,1.2
"Marner,Mitchell",TOR,82,26,68,94,22,22,5,0,0,18,1,2,233,11.2%,1.2
"Huberdeau,Jonathan",FLA,82,30,62,92,-14,40,5,0,0,23,0,0,226,13.3%,1.1
"Point,Brayden",TB,79,41,51,92,27,28,7,2,0,15,0,0,191,21.5%,1.2
"Wheeler,Blake",WPG,82,20,71,91,0,60,3,0,0,31,2,1,231,8.7%,1.1
"Ovechkin,Alex",WSH,81,51,38,89,7,40,5,0,0,10,0,0,338,15.1%,1.1
"Tavares,John",TOR,82,47,41,88,19,34,8,1,0,9,0,0,286,16.4%,1.1
"Panarin,Artemi",CBJ,79,28,59,87,14,23,8,4,0,12,0,0,191,14.7%,1.1
"Rantanen,Mikko",COL,74,31,56,87,13,54,4,1,0,17,0,0,193,16.1%,1.2
"Giroux,Claude",PHI,82,22,63,85,9,24,4,1,0,21,1,0,229,9.6%,1.0
"Scheifele,Mark",WPG,82,38,46,84,8,38,6,3,0,11,0,3,199,19.1%,1.0
"Burns,Brent",SJ,82,16,67,83,13,34,6,2,0,21,1,4,300,5.3%,1.0
"Aho,Sebastian",CAR,82,30,53,83,25,26,7,3,0,21,4,1,243,12.3%,1.0
"Kessel,Phil",PIT,82,27,55,82,-19,28,10,2,0,24,0,0,215,12.6%,1.0
"Monahan,Sean",CGY,78,34,48,82,7,12,5,0,0,11,0,0,211,16.1%,1.1
"Eichel,Jack",BUF,77,28,54,82,-11,26,2,2,0,18,0,0,303,9.2%,1.1
"Toews,Jonathan",CHI,82,35,46,81,2,40,5,2,0,14,1,0,235,14.9%,1.0
"Pastrnak,David",BOS,66,38,43,81,6,32,4,0,0,16,0,0,235,16.2%,1.2
"Seguin,Tyler",DAL,82,33,47,80,17,18,8,2,0,18,0,0,334,9.9%,1.0
"Bergeron,Patrice",BOS,65,32,47,79,23,30,3,1,0,18,4,3,205,15.6%,1.2
"Lindholm,Elias",CGY,81,27,51,78,30,20,5,0,0,17,1,3,182,14.8%,1.0
"O'Reilly,Ryan",STL,82,28,49,77,22,12,5,2,0,16,1,2,234,12.0%,0.9
"Tkachuk,Matthew",CGY,80,34,43,77,14,62,2,0,0,13,0,0,207,16.4%,1.0
"Couturier,Sean",PHI,80,33,43,76,2,34,5,1,0,9,1,0,223,14.8%,1.0
"Teravainen,Teuvo",CAR,82,21,55,76,30,12,1,1,0,16,1,4,167,12.6%,0.9
"Guentzel,Jake",PIT,82,40,36,76,13,26,4,1,0,5,1,0,227,17.6%,0.9
"DeBrincat,Alex",CHI,82,41,35,76,0,15,3,1,0,11,0,0,220,18.6%,0.9
"Landeskog,Gabriel",COL,73,34,41,75,17,51,9,0,0,17,0,0,243,14.0%,1.0
"Giordano,Mark",CGY,78,17,57,74,39,69,2,0,0,18,4,2,221,7.7%,1.0
"Backstrom,Nicklas",WSH,80,22,52,74,2,30,5,1,0,18,0,0,169,13.0%,0.9
"Zibanejad,Mika",NYR,82,30,44,74,-12,47,5,0,0,12,2,0,236,12.7%,0.9
"Hertl,Tomas",SJ,77,35,39,74,5,18,5,1,0,4,1,1,176,19.9%,1.0
"Krejci,David",BOS,81,20,53,73,7,16,4,1,0,10,0,0,139,14.4%,0.9
"Stone,Mark",VGK,77,33,40,73,17,27,4,1,0,14,1,0,199,16.6%,0.9
"Matthews,Auston",TOR,68,37,36,73,-9,12,5,2,0,8,0,0,251,14.7%,1.1
"Larkin,Dylan",DET,76,32,41,73,-6,75,4,4,0,8,2,1,287,11.1%,1.0
"Radulov,Alexander",DAL,70,29,43,72,22,54,7,1,0,16,0,0,209,13.9%,1.0
"Malkin,Evgeni",PIT,68,21,51,72,-25,89,5,0,0,17,0,0,187,11.2%,1.1
"Domi,Max",MTL,82,28,44,72,20,80,2,0,0,7,0,0,203,13.8%,0.9
"Rielly,Morgan",TOR,82,20,52,72,24,14,5,2,0,18,0,0,223,9.0%,0.9
"Kuznetsov,Evgeny",WSH,76,21,51,72,7,50,3,2,0,15,0,0,193,10.9%,1.0
"Duchene,Matt",CBJ,73,31,39,70,-3,8,1,0,0,8,0,0,172,18.0%,1.0
"Dadonov,Evgenii",FLA,82,28,42,70,-6,8,4,0,0,9,0,0,195,14.4%,0.9
"Couture,Logan",SJ,81,27,43,70,-6,22,3,0,0,12,2,0,204,13.2%,0.9
"Carlson,John",WSH,80,13,57,70,21,34,1,0,0,30,0,0,185,7.0%,0.9
"Hoffman,Mike",FLA,82,36,34,70,-24,30,6,3,0,18,0,0,253,14.2%,0.9
"Atkinson,Cam",CBJ,80,41,28,69,3,20,8,0,0,6,4,0,295,13.9%,0.9
"Nugent-Hopkins,Ryan",EDM,82,28,41,69,-13,26,3,0,0,18,1,2,208,13.5%,0.8
"Tarasenko,Vladimir",STL,76,33,35,68,8,22,5,1,0,10,0,0,275,12.0%,0.9
"Voracek,Jakub",PHI,78,20,46,66,-16,25,2,0,0,14,0,0,210,9.5%,0.9
"Meier,Timo",SJ,78,30,36,66,9,55,2,2,0,4,0,1,250,12.0%,0.9
"Connor,Kyle",WPG,82,34,32,66,-7,18,5,0,0,8,1,0,227,15.0%,0.8
"Pettersson,Elias",VAN,71,28,38,66,3,12,7,1,0,12,0,0,144,19.4%,0.9
"Reinhart,Sam",BUF,82,22,43,65,-10,16,1,0,0,13,0,0,180,12.2%,0.8
"Pavelski,Joe",SJ,75,38,26,64,-4,22,6,1,0,9,1,0,188,20.2%,0.9
"Johansen,Ryan",NSH,80,14,50,64,7,42,6,1,0,16,1,1,136,10.3%,0.8
"Skinner,Jeff",BUF,82,40,23,63,0,36,7,3,0,8,0,0,268,14.9%,0.8
"Yandle,Keith",FLA,82,9,53,62,-17,50,2,0,0,32,0,0,199,4.5%,0.8
"Barzal,Mathew",NYI,82,18,44,62,-5,46,3,1,0,15,0,0,179,10.1%,0.8
"Parise,Zach",MIN,74,28,33,61,-2,26,5,0,0,6,0,2,229,12.2%,0.8
"Horvat,Bo",VAN,82,27,34,61,-4,33,3,2,0,11,2,1,227,11.9%,0.7
"Dubois,Pierre-Luc",CBJ,82,27,34,61,16,64,5,1,0,7,0,0,174,15.5%,0.7
"Kopitar,Anze",LA,81,22,38,60,-20,30,3,0,0,18,2,0,156,14.1%,0.7
"Nyquist,Gustav",SJ,81,22,38,60,1,12,3,1,0,10,0,0,204,10.8%,0.7
"Gustafsson,Erik",CHI,79,17,43,60,-6,34,3,2,0,14,0,0,160,10.6%,0.8
"Barrie,Tyson",COL,78,14,45,59,-3,36,2,0,0,23,0,0,218,6.4%,0.8
"Marchessault,Jonathan",VGK,82,25,34,59,2,52,6,1,0,11,0,0,278,9.0%,0.7
"Tatar,Tomas",MTL,80,25,33,58,21,34,4,0,0,4,0,0,195,12.8%,0.7
"Strome,Dylan",CHI,78,20,37,57,-8,20,3,0,0,10,0,0,145,13.8%,0.7
"Letang,Kris",PIT,65,16,40,56,13,48,3,1,0,17,1,1,206,7.8%,0.9
"Bailey,Josh",NYI,82,16,40,56,8,21,4,1,0,12,1,0,126,12.7%,0.7
"Kane,Evander",SJ,75,30,26,56,-4,153,1,0,0,6,1,1,268,11.2%,0.8
"Josi,Roman",NSH,82,15,41,56,9,42,4,0,0,10,0,1,274,5.5%,0.7
"Dzingel,Ryan",CBJ,78,26,30,56,-9,29,5,2,0,6,0,0,159,16.4%,0.7
"Labanc,Kevin",SJ,82,17,39,56,-1,36,4,2,0,18,0,0,130,13.1%,0.7
"Karlsson,William",VGK,82,24,32,56,1,16,5,0,0,7,1,2,169,14.2%,0.7
"Boeser,Brock",VAN,69,26,30,56,-2,22,3,1,0,9,0,0,209,12.4%,0.8
"Hayes,Kevin",PHI,71,19,36,55,-2,12,2,1,0,8,2,1,156,12.2%,0.8
"Chabot,Thomas",OTT,70,14,41,55,-12,32,2,1,0,15,1,0,185,7.6%,0.8
"Oshie,T.J.",WSH,69,25,29,54,5,36,4,0,0,8,1,0,143,17.5%,0.8
"Schenn,Brayden",STL,72,17,37,54,3,40,5,1,0,8,0,0,159,10.7%,0.8
"Hedman,Victor",TB,70,12,42,54,24,44,4,2,0,23,0,1,182,6.6%,0.8
"Granlund,Mikael",NSH,79,16,38,54,-8,24,5,1,0,18,2,0,189,8.5%,0.7
"Athanasiou,Andreas",DET,76,30,24,54,-9,38,4,1,0,8,0,0,216,13.9%,0.7
"Williams,Justin",CAR,82,23,30,53,-4,44,5,0,0,5,0,0,237,9.7%,0.7
"Benn,Jamie",DAL,78,27,26,53,14,56,2,0,0,3,0,0,189,14.3%,0.7
"Niederreiter,Nino",CAR,82,23,30,53,-4,30,3,0,0,9,0,0,184,12.5%,0.6
"Krug,Torey",BOS,64,6,47,53,-2,33,2,1,0,28,0,0,151,4.0%,0.8
"Smith,Reilly",VGK,74,19,34,53,13,14,1,0,0,10,1,3,178,10.7%,0.7
"Nelson,Brock",NYI,82,25,28,53,20,28,3,1,0,6,1,0,181,13.8%,0.7
"Danault,Phillip",MTL,81,12,41,53,17,39,1,0,0,4,0,2,132,9.1%,0.7
"Drouin,Jonathan",MTL,81,18,35,53,-8,26,3,1,0,13,0,0,190,9.5%,0.7
"Staal,Eric",MIN,81,22,30,52,-7,34,6,0,0,8,0,1,215,10.2%,0.6
"Kreider,Chris",NYR,79,28,24,52,4,57,2,0,0,5,0,0,201,13.9%,0.7
"Gallagher,Brendan",MTL,82,33,19,52,10,49,4,0,0,3,0,0,302,10.9%,0.6
"Tuch,Alex",VGK,74,20,32,52,13,8,6,1,0,3,0,0,180,11.1%,0.7
"Thornton,Joe",SJ,73,16,35,51,8,20,4,0,0,12,0,0,90,17.8%,0.7
"Brown,Dustin",LA,72,22,29,51,-17,24,3,2,0,3,1,1,180,12.2%,0.7
"Lee,Anders",NYI,82,28,23,51,20,58,5,0,0,6,0,0,204,13.7%,0.6
"Palmieri,Kyle",NJ,74,27,23,50,-9,42,2,0,0,7,0,0,224,12.1%,0.7
"Forsberg,Filip",NSH,64,28,22,50,8,26,4,1,0,3,2,0,217,12.9%,0.8
"Trouba,Jacob",NYR,82,8,42,50,8,58,1,1,0,15,1,2,162,4.9%,0.6
"Laine,Patrik",WPG,82,30,20,50,-24,42,3,0,0,8,0,0,245,12.2%,0.6
"Soderberg,Carl",COL,82,23,26,49,-5,26,2,0,0,8,3,0,188,12.2%,0.6
"Konecny,Travis",PHI,82,24,25,49,-4,40,3,1,0,4,0,0,182,13.2%,0.6
"Getzlaf,Ryan",ANA,67,14,34,48,-19,58,2,1,0,10,0,0,133,10.5%,0.7
"Riemsdyk,James",PHI,66,27,21,48,-10,18,4,0,0,5,0,0,167,16.2%,0.7
"Mantha,Anthony",DET,67,25,23,48,-8,30,1,1,0,6,0,0,198,12.6%,0.7
"Tierney,Chris",OTT,81,9,39,48,-22,26,1,0,0,10,0,0,116,7.8%,0.6
"Gourde,Yanni",TB,80,22,26,48,9,66,5,1,0,4,1,1,130,16.9%,0.6
"Arvidsson,Viktor",NSH,58,34,14,48,12,26,7,0,0,1,2,1,195,17.4%,0.8
"Suter,Ryan",MIN,82,7,40,47,-8,41,2,0,0,12,1,1,136,5.1%,0.6
"Backlund,Mikael",CGY,77,21,26,47,34,52,4,1,0,1,1,1,205,10.2%,0.6
"Saad,Brandon",CHI,80,23,24,47,-9,12,3,0,0,1,3,0,195,11.8%,0.6
"Shaw,Andrew",MTL,63,19,28,47,17,71,3,0,0,3,0,0,135,14.1%,0.8
"Miller,J.T.",VAN,75,13,34,47,8,30,4,0,0,16,0,0,108,12.0%,0.6
"Johnson,Tyler",TB,80,29,18,47,15,28,4,0,0,7,1,0,163,17.8%,0.6
"Anderson,Josh",CBJ,82,27,20,47,25,60,5,0,0,4,2,1,230,11.7%,0.6
"Bertuzzi,Tyler",DET,73,21,26,47,11,36,4,1,0,3,0,0,131,16.0%,0.6
"Vrana,Jakub",WSH,82,24,23,47,20,27,4,0,0,3,0,0,161,14.9%,0.6
"Keller,Clayton",ARI,82,14,33,47,-21,24,5,0,0,18,0,0,200,7.0%,0.6
"Hischier,Nico",NJ,69,17,30,47,0,24,3,3,0,8,0,0,160,10.6%,0.7
"Zajac,Travis",NJ,80,19,27,46,-25,20,3,1,0,7,2,0,120,15.8%,0.6
"Perron,David",STL,57,23,23,46,3,46,1,0,0,7,0,0,112,20.5%,0.8
"Petry,Jeff",MTL,82,13,33,46,-5,28,4,2,0,8,0,1,172,7.6%,0.6
"McDonagh,Ryan",TB,82,9,37,46,38,34,1,0,0,3,0,3,128,7.0%,0.6
"Connolly,Brett",WSH,81,22,24,46,13,24,5,0,0,1,0,0,139,15.8%,0.6
"Jones,Seth",CBJ,75,9,37,46,1,28,4,3,0,10,0,3,184,4.9%,0.6
"Doughty,Drew",LA,82,8,37,45,-34,44,1,1,0,17,0,1,154,5.2%,0.6
"Karlsson,Erik",SJ,53,3,42,45,6,22,1,0,0,18,0,0,169,1.8%,0.9
"Klingberg,John",DAL,64,10,35,45,6,12,5,0,0,15,0,0,153,6.5%,0.7
"Tkachuk,Brady",OTT,71,22,23,45,-10,75,3,1,0,6,0,0,214,10.3%,0.6
"Kadri,Nazem",TOR,73,16,28,44,-2,43,5,0,0,9,0,0,184,8.7%,0.6
"Ekman-Larsson,Oliver",ARI,81,14,30,44,-16,52,2,0,0,14,1,2,176,8.0%,0.5
"Ekholm,Mattias",NSH,80,8,36,44,27,47,3,1,0,5,0,2,146,5.5%,0.6
"Kapanen,Kasperi",TOR,78,20,24,44,12,27,3,1,0,2,2,0,174,11.5%,0.6
"Werenski,Zachary",CBJ,82,11,33,44,-12,18,1,0,0,13,0,0,168,6.5%,0.5
"Dahlin,Rasmus",BUF,82,9,35,44,-13,34,4,0,0,15,0,0,177,5.1%,0.5
"Spurgeon,Jared",MIN,82,14,29,43,-1,20,0,0,0,7,0,1,152,9.2%,0.5
"Silfverberg,Jakob",ANA,73,24,19,43,-9,28,4,1,0,8,2,1,163,14.7%,0.6
"Rakell,Rickard",ANA,69,18,25,43,-13,27,2,1,0,7,0,0,194,9.3%,0.6
"Ristolainen,Rasmus",BUF,78,5,38,43,-41,38,2,1,0,16,0,0,182,2.7%,0.6
"Johnsson,Andreas",TOR,73,20,23,43,14,32,3,0,0,3,0,0,130,15.4%,0.6
"Stastny,Paul",VGK,50,13,29,42,14,30,2,0,0,3,1,1,103,12.6%,0.8
"Ryan,Bobby",OTT,78,15,27,42,-29,35,1,0,0,9,0,0,160,9.4%,0.5
"Henrique,Adam",ANA,82,18,24,42,-5,24,3,0,0,5,0,1,122,14.8%,0.5
"Zucker,Jason",MIN,81,21,21,42,-9,28,5,1,0,7,0,0,214,9.8%,0.5
"DeBrusk,Jake",BOS,68,27,15,42,2,18,4,0,0,3,0,0,156,17.3%,0.6
"Kerfoot,Alexander",COL,78,15,27,42,-9,38,1,0,0,12,0,0,116,12.9%,0.5
"Little,Bryan",WPG,82,15,26,41,-12,26,5,1,0,3,0,2,126,11.9%,0.5
"Pietrangelo,Alex",STL,71,13,28,41,2,22,2,0,0,12,0,1,168,7.7%,0.6
"Ellis,Ryan",NSH,82,7,34,41,21,20,2,0,0,4,1,0,149,4.7%,0.5
"Eakin,Cody",VGK,78,22,19,41,19,16,3,0,0,3,3,0,120,18.3%,0.5
"Galchenyuk,Alex",ARI,72,19,22,41,-19,34,4,1,0,12,0,0,159,11.9%,0.6
"Nurse,Darnell",EDM,82,10,31,41,-5,87,1,1,0,8,0,1,196,5.1%,0.5
"Hyman,Zach",TOR,71,21,20,41,16,65,4,0,0,0,1,0,144,14.6%,0.6
"White,Colin",OTT,71,14,27,41,-24,24,2,1,0,3,0,0,123,11.4%,0.6
"Keith,Duncan",CHI,82,6,34,40,13,70,1,1,0,3,0,1,141,4.3%,0.5
"Pacioretty,Max",VGK,66,22,18,40,-13,36,5,1,0,4,0,0,191,11.5%,0.6
"Zuccarello,Mats",DAL,48,12,28,40,-8,24,1,0,0,12,0,0,104,11.5%,0.8
"Killorn,Alex",TB,82,18,22,40,22,45,2,1,0,3,1,1,153,11.8%,0.5
"Wilson,Tom",WSH,63,22,18,40,11,128,2,0,0,2,2,0,130,16.9%,0.6
"Ferland,Micheal",CAR,71,17,23,40,13,58,3,0,0,7,0,0,156,10.9%,0.6
"Hamilton,Dougie",CAR,82,18,21,39,0,54,2,0,0,5,0,0,259,6.9%,0.5
"Severson,Damon",NJ,82,11,28,39,-27,58,0,0,0,9,0,1,146,7.5%,0.5
"Fiala,Kevin",MIN,83,13,26,39,-23,36,2,0,0,9,0,0,174,7.5%,0.5
"Vatrano,Frank",FLA,81,24,15,39,-10,38,1,0,0,6,0,0,208,11.5%,0.5
"Hinostroza,Vinnie",ARI,72,16,23,39,-4,14,3,0,0,2,0,0,152,10.5%,0.5
"Cirelli,Anthony",TB,82,19,20,39,25,34,5,1,0,1,5,1,123,15.4%,0.5
"Bozak,Tyler",STL,72,13,25,38,-3,20,3,0,0,6,0,0,141,9.2%,0.5
"Smith,Craig",NSH,76,21,17,38,11,20,2,0,0,4,0,0,205,10.2%,0.5
"Chiasson,Alex",EDM,73,22,16,38,-1,32,1,0,0,7,1,1,123,17.9%,0.5
"Jenner,Boone",CBJ,77,16,22,38,6,42,3,0,0,2,1,0,170,9.4%,0.5
"Ryan,Derek",CGY,81,13,25,38,21,24,1,0,0,5,0,4,103,12.6%,0.5
"Buchnevich,Pavel",NYR,64,21,17,38,-10,13,1,0,0,5,0,0,119,17.6%,0.6
"Marleau,Patrick",CAR,82,16,21,37,-6,28,3,0,0,6,0,0,161,9.9%,0.5
"Hornqvist,Patric",PIT,69,18,19,37,-3,26,2,0,0,6,0,0,197,9.1%,0.5
"Anisimov,Artem",CHI,78,15,22,37,-2,14,1,0,0,3,1,0,142,10.6%,0.5
"Eberle,Jordan",NYI,78,19,18,37,-6,17,5,0,0,5,0,0,160,11.9%,0.5
"Hall,Taylor",NJ,33,11,26,37,-6,16,3,0,0,11,0,0,113,9.7%,1.1
"Muzzin,Jake",TOR,80,9,28,37,21,47,1,0,0,4,0,1,141,6.4%,0.5
"Theodore,Shea",VGK,79,12,25,37,-4,20,1,1,0,5,0,1,202,5.9%,0.5
"Pulock,Ryan",NYI,82,9,28,37,21,22,3,1,0,6,0,0,180,5.0%,0.5
"Gostisbehere,Shayne",PHI,78,9,28,37,-20,22,2,1,0,10,0,0,180,5.0%,0.5
"Ekblad,Aaron",FLA,82,13,24,37,1,47,1,1,0,5,0,0,180,7.2%,0.5
"Ehlers,Nikolaj",WPG,62,21,16,37,2,15,4,0,0,5,0,0,158,13.3%,0.6
"Donskoi,Joonas",SJ,80,14,23,37,10,10,4,0,0,2,0,0,115,12.2%,0.5
"Kahun,Dominik",PIT,82,13,24,37,10,6,2,0,0,1,0,0,137,9.5%,0.5
"Svechnikov,Andrei",CAR,82,20,17,37,0,62,3,1,0,5,0,0,189,10.6%,0.5
"Vanek,Thomas",DET,64,16,20,36,-12,26,1,0,0,7,0,0,108,14.8%,0.6
"Eller,Lars",WSH,81,13,23,36,-1,37,1,1,0,3,1,2,163,8.0%,0.4
"Schwartz,Jaden",STL,69,11,25,36,-6,16,1,0,0,3,0,0,183,6.0%,0.5
"Bjorkstrand,Oliver",CBJ,77,23,13,36,8,8,1,0,0,0,0,0,161,14.3%,0.5
"Coleman,Blake",NJ,78,22,14,36,-19,71,3,0,0,0,3,2,213,10.3%,0.5
"Nielsen,Frans",DET,72,10,25,35,-7,14,4,0,0,8,0,1,120,8.3%,0.5
"Foligno,Nick",CBJ,73,17,18,35,12,44,2,0,0,2,0,0,141,12.1%,0.5
"Boedker,Mikkel",OTT,71,7,28,35,-23,6,1,0,0,5,0,0,88,8.0%,0.5
"Bonino,Nick",NSH,81,17,18,35,27,18,1,0,0,0,0,1,118,14.4%,0.4
"Stepan,Derek",ARI,72,15,20,35,-2,14,3,1,0,2,3,0,195,7.7%,0.5
"Faulk,Justin",CAR,82,11,24,35,9,47,3,0,0,4,0,0,217,5.1%,0.4
"Strome,Ryan",NYR,81,19,16,35,-3,64,2,2,0,3,0,0,110,17.3%,0.4
"Rust,Bryan",PIT,72,18,17,35,10,24,4,0,0,0,2,2,141,12.8%,0.5
"Sanheim,Travis",PHI,82,9,26,35,-4,22,2,1,0,3,0,0,121,7.4%,0.4
"Dunn,Vince",STL,78,12,23,35,14,45,4,1,0,5,0,0,150,8.0%,0.5
"McCann,Jared",PIT,78,19,16,35,-1,31,2,0,0,2,4,0,150,12.7%,0.4
"Vesey,Jimmy",NYR,81,17,18,35,-6,21,4,0,0,3,0,0,154,11.0%,0.4
"Montour,Brandon",BUF,82,8,27,35,-20,56,2,0,0,5,0,0,181,4.4%,0.4
"Kovalchuk,Ilya",LA,64,16,18,34,-26,10,1,1,0,5,0,0,141,11.3%,0.5
"Edler,Alexander",VAN,56,10,24,34,3,54,2,2,0,13,0,1,128,7.8%,0.6
"Frolik,Michael",CGY,65,16,18,34,24,26,4,0,0,0,2,0,132,12.1%,0.5
"Brodie,T.J.",CGY,79,9,25,34,29,24,1,1,0,3,1,0,102,8.8%,0.4
"Toffoli,Tyler",LA,82,13,21,34,-16,23,3,2,0,2,0,0,226,5.8%,0.4
"Coyle,Charlie",BOS,81,12,22,34,-1,20,2,0,0,3,1,0,155,7.7%,0.4
"Palat,Ondrej",TB,64,8,26,34,4,20,1,0,0,6,0,0,100,8.0%,0.5
"Trocheck,Vincent",FLA,55,10,24,34,-9,54,1,0,0,10,1,0,158,6.3%,0.6
"Sheary,Conor",BUF,78,14,20,34,-18,12,3,1,0,2,0,0,147,9.5%,0.4
"Heinen,Danton",BOS,77,11,23,34,13,16,2,0,0,6,0,0,114,9.6%,0.4
"Kotkaniemi,Jesperi",MTL,79,11,23,34,1,26,2,0,0,4,0,0,134,8.2%,0.4
"Weber,Shea",MTL,58,14,19,33,15,28,3,0,0,1,0,0,166,8.4%,0.6
"Carter,Jeff",LA,76,13,20,33,-20,42,1,0,0,8,1,1,174,7.5%,0.4
"Cizikas,Casey",NYI,73,20,13,33,22,36,3,0,0,0,2,1,111,18.0%,0.5
"Panik,Richard",ARI,75,14,19,33,-3,44,2,1,0,2,1,0,140,10.0%,0.4
"Duclair,Anthony",OTT,74,19,14,33,-2,14,3,0,0,1,0,0,132,14.4%,0.4
"Hanifin,Noah",CGY,80,5,28,33,18,12,2,0,0,4,1,1,116,4.3%,0.4
"Iafallo,Alex",LA,82,15,18,33,-17,22,2,0,0,4,0,0,148,10.1%,0.4
"Bratt,Jesper",NJ,51,8,25,33,-8,6,1,0,0,7,0,0,91,8.8%,0.7
"Lindblom,Oskar",PHI,81,17,16,33,-9,20,2,0,0,1,0,0,162,10.5%,0.4
"Thomas,Robert",STL,70,9,24,33,-2,14,0,0,0,4,0,0,80,11.3%,0.5
"Heiskanen,Miro",DAL,82,12,21,33,-14,16,4,0,0,6,0,1,182,6.6%,0.4
"Laughton,Scott",PHI,82,12,20,32,-11,53,1,0,0,0,0,2,130,9.2%,0.4
"Lindell,Esa",DAL,82,11,21,32,14,33,1,0,0,3,2,0,132,8.3%,0.4
"Jankowski,Mark",CGY,79,14,18,32,6,12,1,0,0,0,5,3,99,14.1%,0.4
"Compher,J.T.",COL,66,16,16,32,-8,31,3,0,0,5,3,0,118,13.6%,0.5
"Sergachev,Mikhail",TB,75,6,26,32,12,28,0,0,0,6,0,0,128,4.7%,0.4
"Pominville,Jason",BUF,73,16,15,31,-4,4,3,0,0,1,0,0,134,11.9%,0.4
"Byfuglien,Dustin",WPG,42,4,27,31,4,69,1,0,0,15,0,0,115,3.5%,0.7
